recipe_id,title,date,desc,rating,calories,sodium,fat,protein
3279,Pickled Shrimp ,2004-08-20T04:00:00.000Z,"Around the Gulf and other coastal regions of the United States, African-Americans revel in shrimp. In this recipe, the shrimp are spiced twice, once while cooking and a second time in an overnight marinade.",3.125,463,1434,38,22
3280,Avgolemono ,2009-03-17T04:00:00.000Z,A classic Greek soup that's thickened with eggs and spiked with lemon. Add some shredded rotisserie chicken and call it a meal.,4.375,167,978,7,12
3281,"Fettuccine with Asparagus, Morels, and Tarragon ",2007-03-07T17:23:06.000Z,This pasta showcases spring produce.,3.75,NA,NA,NA,NA
3282,"Cashew Chard ""Burritos"" ",2006-11-14T20:08:41.000Z,Editor's note: The recipe below is part of a healthy and delicious spa menu developed exclusively for Epicurious by Chef Jesús González of La Cocina Que Canta Culinary Center at Rancho La Puerta Fitness Resort and Spa.,4.375,NA,NA,NA,NA
3283,Baked Sea Bass in Herbed Salt Crust ,2004-08-20T04:00:00.000Z,This recipe produces a deliciously moist fish with a subtly salty flavor.,3.75,398,55097,5,47
3284,Slow-Cooker Beef and Two-Bean Chili ,2016-09-02T19:12:00.000Z,"This chili pleases all palates in my house—it's not too spicy or too mild, but it's loaded with flavor. I love the combination of black beans and chickpeas, but you can use any type of legumes you like. What really makes the chili, in my opinion, are the toppings! Some sharp cheddar, a dollop of cumin-cilantro sour cream, and diced red onions are a must. Sometimes I even add some crushed tortilla chips.",1.25,NA,NA,NA,NA
3285,"Eggplant Manicotti with Ricotta, Asiago, and Spinach Filling ",2004-08-20T04:00:00.000Z,"Here, eggplant stands in for the pasta.",4.375,381,514,25,18
3286,Whole Branzino Roasted in Salt ,2007-01-18T04:46:01.000Z,"Roasting the fish in salt makes it very moist — without, surprisingly, making it taste too salty. The lemony salsa verde adds zing and freshness that contrast nicely with the roasted fish.",5,417,132220,20,53
3287,Pasta Jambalaya ,2004-08-20T04:00:00.000Z,NA,3.75,779,1505,31,43
3288,"Roasted Shitake, Portobello, and Crimini Mushrooms ",2006-10-11T15:39:23.000Z,NA,3.75,197,14,19,3
3289,Indian Baked Rice ,2004-08-20T04:00:00.000Z,NA,4.375,395,323,12,9
3290,Individual Goat Cheese and Rosemary Bread Puddings ,2004-08-20T12:48:48.000Z,NA,4.375,265,248,20,9
3291,Braised Short Ribs with Red Wine Gravy ,2004-08-20T04:00:00.000Z,"Tiring of the ultra-refined nouvelle cuisine that epitomized eighties dining, cooks rediscovered the comforting humble cuts such as short ribs and shanks. Orecchiette pasta or mashed potatoes are great to catch the gravy.",3.75,19576,2950,1818,723
3292,Linguine with Carrot Ribbons and Lemon-Ginger Butter ,2007-06-27T22:44:43.000Z,The carrot ribbons are simple: Use a vegetable peeler to make long strips.,3.75,217,155,9,8
3293,Warm Peach Shortcakes with Bourbon-Brown Sugar Cream ,2004-08-20T04:00:00.000Z,Peaches sweetened with brown sugar fill pecan-studded biscuits — a southern-style twist on an all-American favorite.,4.375,947,593,72,12
3294,Braised Lamb Shanks on Soft Polenta with Bay Leaves ,2004-08-20T04:00:00.000Z,NA,4.375,1212,533,77,94
3295,Mixed Herb Pesto ,2004-08-20T12:48:48.000Z,Can be prepared in 45 minutes or less.,5,635,546,61,16
3296,Tuna Sates with Wasabi Mayonnaise ,2004-08-20T04:00:00.000Z,Can be prepared in 45 minutes or less but requires additional unattended time.,4.375,252,331,22,11
3297,To Roast Fresh Chestnuts ,2004-08-20T12:48:48.000Z,NA,3.75,NA,NA,NA,NA
3298,Reuben Salad ,2012-10-03T04:00:00.000Z,NA,3.75,272,1082,18,15
3299,Rack of Lamb and Roasted Cabbage with Cauliflower and Date Purees ,2006-05-16T20:12:06.000Z,"This dish features cabbage and cauliflower prepared simply, to preserve the purity of their flavors. The dates bring out the inherent sweetness of both vegetables perfectly. Make the purées first, then roast the cabbage and cook the chops.",5,NA,NA,NA,NA
3300,Wilted Cabbage with Carrots and Bacon ,2004-08-20T04:00:00.000Z,Can be prepared in 45 minutes or less.,3.75,308,453,23,10
3301,Homemade Herbed Paneer Cheese ,2015-03-25T04:00:00.000Z,"Serve this take on the traditional Indian fresh cheese with olive oil, salt, and pepper for a simple yet impressive appetizer. The tofu-like texture also works well folded into soups or curries or pan fried and tossed into salads.",5,205,1186,13,8
3302,"Red Onion, Apple, and Raisin Chutney ",2004-08-20T04:00:00.000Z,NA,3.75,240,10,11,2
3303,Coconut Sauce ,2004-08-20T04:00:00.000Z,"If most of the coconut sauces you've encountered have been heavy and cloying, this one — light and frothy, with delicate flavor — will be a delicious surprise. It would also be perfect for spicing up poached skinless boneless chicken.",4.375,589,259,49,31
3304,Ouzo-Marinated Melon with Prosciutto ,2004-08-20T04:00:00.000Z,"Ouzo lends a subtle flavor to the melon. Pour more over before serving, if desired.",1.25,NA,NA,NA,NA
3305,Spicy Garlic Potatoes and Zucchini ,2004-08-20T12:48:48.000Z,Active time: 40 min Start to finish: 50 min,3.75,210,206,9,5
3306,Clam and Oyster Chowder ,2004-08-20T04:00:00.000Z,"Laura Trevino of Washington, D.C., writes: ""This hearty chowder is the perfect thing for a chilly evening. Serve it with dark beer and crusty bread or oyster crackers.""",5,8406,55369,113,1365
3307,Moroccan Vegetable Salad ,2014-03-21T04:00:00.000Z,"An easy and fresh alternative to traditional green salads, this chilled North African-inspired dish combines potato, bell peppers, cucumbers, and olives with a light and tangy vinaigrette. Simple to prepare, it's great to double or triple for potlucks or group meals. Serve with the salad spread out on a large platter to let the colors and shapes of the ingredients shine. Make extra dressing to reinvigorate leftovers the next day. For a pretty variation, serve the salad garnished with sliced or diced cooked beets.",5,211,156,16,2
3308,Best Friends Forever Brownies ,2011-10-27T04:00:00.000Z,"After sampling hundreds of brownies in the Gourmet magazine test kitchens, along with baking countless more at home (my first was from the cult classic Betty Crocker's Cook Book for Boys and Girls), I feel qualified to declare my pride in this brownie. It's old-fashioned in its use of unsweetened chocolate, yet the addition of cocoa takes it to the deeper, darker chocolate place we crave these days.",5,229,89,14,4
3309,Caramelized Pineapple with Brown Sugar-Ginger Ice Cream ,2004-08-20T04:00:00.000Z,Broiled pineapple is teamed with an easy-to-make ice cream and topped with toasted coconut for a tropical treat. The pineapple would also be good with purchased mango or coconut sorbet or with vanilla ice cream.,5,239,27,2,1
3310,Cod with Chorizo and Breadcrumbs ,2013-06-28T04:00:00.000Z,Adding vinegar to the chorizo topping cuts the richness of the sausage and brightens the entire dish.,5,NA,NA,NA,NA
3311,Big Green Salad ,2008-01-15T14:44:21.000Z,"Something green and crisp is in order, and this simple salad is just the thing. A tangy from-scratch honey-mustard dressing will make salad eaters out of even the youngest at the table.",4.375,106,37,7,3
3312,Asian Barbecue Sauce ,2004-08-20T04:00:00.000Z,NA,5,303,1926,2,4
3313,Herb and Cheese Poppers ,2009-10-07T04:00:00.000Z,"For step-by-step instructions for shaping these biscuits, see Prep school.",4.375,65,171,5,2
3314,Korean Barbecued Beef ,2004-08-20T04:00:00.000Z,Active time: 1 hr Start to finish: 1 1/2 hr,4.375,60,137,2,5
3315,"Cheddar, Onion, and Red Bell Pepper Souffléd Omelet ",2004-08-20T04:00:00.000Z,"We tested this recipe with a variety of cornmeal brands, all of which worked fine. Do not substitute polenta, however; it made the soufflé much too heavy.",3.125,NA,NA,NA,NA
3316,"Chicken with Ham, Fennel and Orange ",2004-08-20T04:00:00.000Z,"For a casual supper, broil rounds of prepared polenta roll, and toss romaine lettuce with oil and vinegar; end with cheesecake. For a special dinner, have broccoli spears with browned butter and orzo pilaf with Parmesan. Buy a hazelnut dacquoise or other fancy cake from the bakery for a great dessert.",2.5,522,818,22,68
3317,Lobster and Shrimp Cioppino ,2004-08-20T04:00:00.000Z,"We recommend using a sturdy food mill (available at cookware stores) to help produce a thick stew base from simmered vegetables and fish. Alternatively, you can use a large heavy-duty mesh sieve to strain the seafood broth. Then push through enough fish and vegetables to make 13 cups of stew base. Serve cioppino with sourdough toasts.",4.375,921,2214,53,76
3318,Avocado Salsa ,2004-08-20T04:00:00.000Z,"This recipe was created to accompany <epi:recipeLink =""14220"">Grilled Shellfish and Potato Salad with Avacado Salsa, Scallion Oil, and Plum Coulis</epi:recipeLink>.<P> Can be prepared in 45 minutes or less.",5,142,9,10,2
3319,Pumpkin Spice Bundt Cake with Buttermilk Icing ,2005-10-21T19:19:49.000Z,"When the pumpkin pie is gone, but you've only just begun to get your fill of pumpkin desserts, this bundt will fill the void quite nicely (and the somewhat more assertive spices will welcome the season ahead). Best of all, the flavors continue to develop and the cake tastes even better a few days after it's baked, so it's perfect to have on hand at this time of year, when guests tend to drop in unexpectedly.",4.375,NA,NA,NA,NA
3320,Apple Crostata with Cheddar Cheese ,2004-08-20T04:00:00.000Z,Fuji or McIntosh apples work best for this tart; other varieties may be too juicy.,4.375,375,261,23,9
3321,Fig and Sesame Tart with Cardamom Orange Cream ,2007-04-18T04:15:49.000Z,"Dried fruits and nuts are common in Moroccan pastries, but this tart is something special — the richness of the dough and the pop of the sesame seeds bring out that honeyed quality you normally associate with fresh figs. The cardamom cream is whisper-light, and the fresh orange segments are refreshingly cool.",3.75,488,116,26,7
3322,Black Cod with Lime and Coconut ,2007-01-19T18:55:35.000Z,"Sheila Jacobs and Lynn Kramer of Abreu, Cabrera, Dominican Republic write: ""We're both from the U.S., but we have lived in the Dominican Republic for about 25 years. We're friends, business partners, and neighbors, so we entertain together often. Cooking the local dishes has made us feel a part of the country.""",3.75,227,89,10,27
3323,Salmon and Spinach Terrine with Cucumber-Dill Sauce ,2004-08-20T04:00:00.000Z,Serve this lovely starter with Champagne.,4.375,387,407,34,14
3324,Aji Sauce ,2009-06-04T04:00:00.000Z,"This recipe originally accompanied <ep1:recipelink id=""353782"">Beer-Marinated Flank Steak with Aji and Guacamole.</ep1:recipelink>",4.375,37,965,0,1
3325,Butternut Squash with Tangerine and Sage Glaze ,2004-11-04T19:06:03.000Z,"Squash with long, thin necks will yield uniform rounds when sliced and ensure even cooking.",3.75,146,11,4,2
3326,"Chicken with Endive, Radicchio and Balsamic Vinegar Glaze ",2004-08-20T04:00:00.000Z,"Easy to prepare and impressive to serve, this dish is perfect for an impromptu week-night dinner party.",4.375,445,124,17,55
3327,Chicken Salad with Couscous ,2006-05-16T20:11:04.000Z,"Lean, smoked chicken breast gets a special — and healthy — treatment in this creative mix. The couscous absorbs the citrus juices (or use quinoa for extra protein — it has the highest amount of all the grains) for a tartness that plays well off the sweetness of the grapes. The bed of arugula is more than merely dish dressing: It's high in calcium and magnesium, making it a bone builder.",3.75,NA,NA,NA,NA
3328,New England Molasses Gingerbread Cookies ,2004-08-20T04:00:00.000Z,"Rather than being crisp, these heirloom cookies are tender and cake-like.",3.75,170,68,6,2
3329,Pizza Dough ,2009-03-30T04:00:00.000Z,Use one crust to make the pizza here. Chill the extra dough for up to four days or freeze for up to a month.,4.375,914,1569,27,32
3330,"Pizza with Leeks, Tomato and Goat Cheese ",2004-08-20T04:00:00.000Z,"If you have a set of clay tiles or a baking stone, place it on the oven rack while preheating the oven. It will absorb the heat, and putting a pizza pan or baking sheet directly on top will ensure a crisp crust.",3.75,1052,3139,89,32
3331,To Prepare a Water Bath for Baking ,2004-08-20T04:00:00.000Z,NA,5,NA,NA,NA,NA
3332,Picada ,2011-10-12T04:00:00.000Z,Editor's note: Use this recipe to make Black Rice with Squid .,0,287,12,30,3
3333,Lamb in Spiced Yogurt Sauce with Rice and Bread ,2004-08-20T04:00:00.000Z,Mensaf,4.375,976,1228,59,44
3334,Caramel-Pistachio Torte with Halvah and Dark Chocolate ,2004-08-20T04:00:00.000Z,"A rich candy-bar-like dessert that can be made in stages, and even completed three days before a party. Fresh strawberries make a nice garnish.",5,543,86,34,7
3335,Mustardy Kale with Bacon ,2008-10-16T04:00:00.000Z,Sharp mustard adds edginess to the old standby combination of greens and bacon.,4.375,331,457,18,20
3336,Micro-Quick Hot-Sweet Salad of Broccoli Raab and Carrots ,2004-08-20T04:00:00.000Z,"I'm not a big fan of microwaving, but in this case, it preserves both vegetables' deep color and nutrients as it speeds cooking. The honey and sweet sherry accents temper the bitter broccoli raab for a side dish that's fast, fresh, pretty.",3.75,158,356,7,6
3337,Rintaro's Beef Curry ,2015-08-20T04:00:00.000Z,"To develop deep, satisfying flavor in this home-style stew, brown the beef slowly and thoroughly, and cook the onions until very soft and jammy.",4.375,475,376,18,42
3338,"White Bean, Potato, and Arugula Soup ",2004-08-20T04:00:00.000Z,"""Lidia's in Kansas City, Missouri, serves a rustic white bean and potato soup that would make a perfect meatless entrée for a winter evening,"" writes Deborah Johnson of Columbia, Missouri. ""I order it every time I go there. Do you think chef Dan Swinney would part with his recipe?""",3.75,346,211,25,12
3339,Clark's Barbecued Pork Ribs ,2004-08-20T04:00:00.000Z,"At Clark's Outpost Barbecue in Tioga, Texas, Warren Clark uses St. Louis-style pork ribs (slabs of ribs that have been trimmed to uniform size) and prepares them in a smoker. To make this recipe easier, we call for the more readily available baby back ribs and suggest a combination of baking and grilling for equally delicious results.",2.5,1844,1654,140,93
3340,Lemon Shandy ,2004-08-20T20:58:12.000Z,"Shandy  — a drink made of beer mixed with lemonade, ginger ale or ginger beer  — first appeared in Britain in the mid-nineteenth century. Guests can, of course, quaff the beer and lemonade separately.",5,NA,NA,NA,NA
3341,Lime Caramel ,2012-08-22T04:00:00.000Z,NA,0,231,182,7,1
3342,French Onion Soup ,2004-08-20T04:00:00.000Z,NA,4.375,336,1397,18,17
3343,Creamed Scallops and Mushrooms with Rice ,2004-08-20T04:00:00.000Z,NA,4.375,NA,NA,NA,NA
3344,Crispy Fish Sticks ,2013-06-10T04:00:00.000Z,"Look for thicker fish fillets, which will give you the ideal breading-to-fish ratio.",3.75,NA,NA,NA,NA
3345,Red Snapper with Citrus Vinaigrette ,2004-08-20T04:00:00.000Z,NA,3.75,668,154,45,38
3346,Bibimbap ,2009-03-17T04:00:00.000Z,"It's delicious, but even better, it's deconstruct-ible. (You can remove any offensive elements for the kids without sacrificing your own dinner.)",3.75,645,2766,41,35
3347,Tomato-Avocado Salsa ,2007-05-30T18:29:14.000Z,NA,4.375,96,570,7,2
3348,Simple Syrup ,2007-05-30T18:27:57.000Z,"Here's a secret to sweeten your summer. This syrup is easy to make, and because the sugar is dissolved, it blends easily in Margaritas and other cocktails. Try it in iced tea and lemonade, too.",2.5,129,2,NA,NA
